city,neighborhood,address,building_type,surface_area_m2,rooms,bedrooms,bathrooms,floor_level,has_elevator,year_built,age,has_parking,has_terrace,has_garden,has_pool,price_tnd
Sousse,Résidentiel,"Résidentiel, Sousse",Dar (Maison Traditionnelle),107.56920731166613,4,3,1,5,False,1973,53,True,True,False,False,414000
La Marsa,Périphérie,"Périphérie, La Marsa",Dar (Maison Traditionnelle),166.6873104418996,1,1,1,1,False,2011,15,False,True,True,False,638000
Tunis,Périphérie,"Périphérie, Tunis",Villa,103.82453902081818,3,1,1,0,False,2023,3,False,True,True,False,544000
La Marsa,Agricole,"Agricole, La Marsa",Maison,204.69685335487466,4,2,1,4,False,1996,30,False,True,False,False,480000
Kairouan,Touristique,"Touristique, Kairouan",Penthouse,50.9585819361523,2,1,1,5,True,2017,9,True,False,False,False,282000
Sidi Bou Said,Résidentiel,"Résidentiel, Sidi Bou Said",Penthouse,170.83148374431545,3,2,1,1,False,1961,65,False,False,True,False,815000
Kairouan,Périphérie,"Périphérie, Kairouan",Duplex,167.56531221497417,4,2,1,0,False,1984,42,False,True,False,False,276000
Sousse,Résidentiel,"Résidentiel, Sousse",Penthouse,75.71688691718843,3,2,1,3,True,2003,23,False,True,False,False,439000
Gabes,Centre Ville,"Centre Ville, Gabes",Duplex,131.89490944010709,2,1,1,3,True,1962,64,False,True,True,False,263000
Gabes,Côtière,"Côtière, Gabes",Appartement,150.49257718998075,4,3,1,0,False,2025,1,False,True,False,False,222000
Tunis,Centre Ville,"Centre Ville, Tunis",Riad,86.04784087207052,1,1,1,0,False,1970,56,False,True,False,False,489000
Sfax,Luxueux,"Luxueux, Sfax",Dar (Maison Traditionnelle),106.32495091000175,3,2,1,5,True,2020,6,False,True,True,True,821000
Sidi Bou Said,Luxueux,"Luxueux, Sidi Bou Said",Appartement,79.35604845503033,4,2,1,0,False,2000,26,True,False,True,False,706000
Sousse,Résidentiel,"Résidentiel, Sousse",Maison,186.06558573262618,2,1,1,3,True,1994,32,False,True,False,False,581000
Sfax,Agricole,"Agricole, Sfax",Penthouse,143.73167270070869,5,4,2,4,False,1990,36,True,True,True,False,444000
Sfax,Luxueux,"Luxueux, Sfax",Penthouse,105.7452871478993,3,1,1,0,False,1998,28,True,False,True,False,589000
Sfax,Touristique,"Touristique, Sfax",Villa,149.2341640958961,2,1,1,4,True,2009,17,False,True,False,False,601000
Gabes,Agricole,"Agricole, Gabes",Villa,134.41145651726475,2,1,1,3,True,1977,49,True,True,True,False,233000
Tunis,Résidentiel,"Résidentiel, Tunis",Studio,70.27857391001038,3,1,1,4,False,1988,38,True,True,True,False,270000
Bizerte,Côtière,"Côtière, Bizerte",Riad,71.2596712038579,4,3,1,4,False,1978,48,True,True,True,False,444000
Monastir,Résidentiel,"Résidentiel, Monastir",Studio,20.0,2,1,1,0,False,1977,49,True,True,True,False,132000
Hammamet,Résidentiel,"Résidentiel, Hammamet",Penthouse,20.0,1,1,1,3,False,1984,42,True,True,True,False,409000
Djerba,Populaire,"Populaire, Djerba",Maison,130.98225801415228,3,1,1,2,False,1966,60,True,False,True,False,530000
Gammarth,Centre Ville,"Centre Ville, Gammarth",Appartement,211.67422885884906,2,1,1,0,False,1976,50,True,False,False,False,878000
Sidi Bou Said,Côtière,"Côtière, Sidi Bou Said",Appartement,30.413529008306938,3,1,1,4,False,2012,14,False,True,False,False,366000
Sfax,Côtière,"Côtière, Sfax",Maison,39.83270451706282,5,3,1,1,False,1973,53,True,True,True,False,414000
Sfax,Touristique,"Touristique, Sfax",Duplex,102.92116838908213,4,2,1,1,False,1988,38,True,False,False,False,444000
Gammarth,Agricole,"Agricole, Gammarth",Duplex,32.979110438150386,2,1,1,2,False,1984,42,True,False,True,False,278000
Bizerte,Agricole,"Agricole, Bizerte",Villa,124.22525728464313,4,3,1,3,True,2023,3,True,False,False,False,301000
Monastir,Populaire,"Populaire, Monastir",Penthouse,207.37774538116315,3,1,1,3,False,2008,18,True,False,False,False,482000
Nabeul,Centre Ville,"Centre Ville, Nabeul",Studio,91.20790641505297,4,3,2,4,True,1996,30,False,True,True,False,206000
Sousse,Touristique,"Touristique, Sousse",Duplex,123.78474700025467,4,2,1,1,False,1987,39,True,False,False,False,606000
Tozeur,Populaire,"Populaire, Tozeur",Maison,91.90789503241504,4,1,1,2,False,1968,58,False,True,True,False,162000
Bizerte,Agricole,"Agricole, Bizerte",Duplex,71.12626815306321,4,2,1,4,False,1984,42,True,False,False,False,159000
Monastir,Centre Ville,"Centre Ville, Monastir",Riad,115.86767659866796,6,5,3,0,False,1968,58,False,False,True,True,713000
Tunis,Côtière,"Côtière, Tunis",Maison,127.54554818125348,3,2,1,4,True,1971,55,False,True,False,False,641000
Gabes,Agricole,"Agricole, Gabes",Duplex,180.88167948663605,2,1,1,5,False,1987,39,True,True,True,False,202000
Sousse,Résidentiel,"Résidentiel, Sousse",Appartement,168.3913012012602,4,3,1,1,False,2024,2,False,False,True,False,550000
Gabes,Luxueux,"Luxueux, Gabes",Riad,98.76388919306396,4,3,1,4,False,1982,44,True,False,True,False,393000
Sousse,Touristique,"Touristique, Sousse",Appartement,151.7983875355869,2,1,1,3,False,2012,14,False,True,True,False,538000
Nabeul,Résidentiel,"Résidentiel, Nabeul",Penthouse,180.4466069851285,2,1,1,1,False,2022,4,False,False,True,False,540000
La Marsa,Touristique,"Touristique, La Marsa",Dar (Maison Traditionnelle),97.75261847689153,2,1,1,1,False,2012,14,True,False,True,False,724000
Mahdia,Résidentiel,"Résidentiel, Mahdia",Duplex,122.43695770143839,1,1,1,2,False,1979,47,True,False,False,False,326000
Sousse,Populaire,"Populaire, Sousse",Duplex,184.63726447591034,5,4,2,4,False,2007,19,True,True,False,False,590000
Hammamet,Résidentiel,"Résidentiel, Hammamet",Penthouse,152.64119377598928,4,2,1,1,False,1986,40,False,False,False,False,789000
Hammamet,Périphérie,"Périphérie, Hammamet",Dar (Maison Traditionnelle),20.0,5,4,2,2,False,1969,57,False,False,True,False,303000
Mahdia,Agricole,"Agricole, Mahdia",Villa,110.80653500916897,3,2,1,3,False,1999,27,True,True,False,False,212000
Nabeul,Luxueux,"Luxueux, Nabeul",Dar (Maison Traditionnelle),184.16895825233257,6,5,2,0,False,2019,7,True,True,True,False,814000
Sousse,Luxueux,"Luxueux, Sousse",Dar (Maison Traditionnelle),100.7163684511076,4,3,2,0,False,1986,40,True,True,False,False,490000
Hammamet,Résidentiel,"Résidentiel, Hammamet",Appartement,153.4904049004669,5,4,2,2,False,1968,58,False,False,True,False,567000
Djerba,Touristique,"Touristique, Djerba",Dar (Maison Traditionnelle),170.50812267635774,1,1,1,2,False,1981,45,True,False,False,False,631000
Mahdia,Luxueux,"Luxueux, Mahdia",Studio,140.7316447620669,3,3,2,5,False,1992,34,False,False,True,False,263000
Monastir,Centre Ville,"Centre Ville, Monastir",Villa,60.10167853913692,4,3,1,1,False,1980,46,False,False,False,False,361000
Hammamet,Luxueux,"Luxueux, Hammamet",Studio,123.46849013290347,3,3,1,1,False,2005,21,False,False,True,False,504000
Sousse,Centre Ville,"Centre Ville, Sousse",Penthouse,58.54737762036902,5,4,2,0,False,2008,18,True,True,True,False,562000
Mahdia,Centre Ville,"Centre Ville, Mahdia",Penthouse,132.18815107565263,2,1,1,3,True,1989,37,False,False,False,False,364000
Hammamet,Résidentiel,"Résidentiel, Hammamet",Appartement,156.64145409108724,1,1,1,5,True,2011,15,False,False,True,False,734000
Bizerte,Touristique,"Touristique, Bizerte",Studio,83.49688903734254,4,2,1,3,False,2014,12,True,False,False,False,150000
Gabes,Résidentiel,"Résidentiel, Gabes",Dar (Maison Traditionnelle),228.6474874680432,4,3,1,0,False,1974,52,False,True,False,False,311000
Tozeur,Agricole,"Agricole, Tozeur",Duplex,169.43272396832592,4,2,1,2,False,1987,39,True,True,True,False,260000
Gabes,Populaire,"Populaire, Gabes",Duplex,229.25474475180562,2,1,1,1,False,1996,30,False,True,False,False,282000
Gammarth,Côtière,"Côtière, Gammarth",Maison,73.59935161558631,4,3,1,3,False,1986,40,True,True,True,False,715000
Kairouan,Centre Ville,"Centre Ville, Kairouan",Penthouse,141.45890599374994,4,2,1,0,False,1979,47,False,True,False,False,353000
Bizerte,Périphérie,"Périphérie, Bizerte",Penthouse,225.13012174481355,3,1,1,3,True,1990,36,False,False,False,False,368000
Hammamet,Côtière,"Côtière, Hammamet",Riad,91.43151203561328,2,1,1,3,False,2007,19,False,True,True,False,887000
Gammarth,Agricole,"Agricole, Gammarth",Villa,163.20903524208913,2,1,1,4,False,2021,5,False,True,False,False,566000
Djerba,Touristique,"Touristique, Djerba",Maison,150.47630226043006,1,1,1,0,False,2015,11,True,True,True,False,1012000
Tozeur,Périphérie,"Périphérie, Tozeur",Riad,124.26943050674791,6,6,3,2,False,2023,3,False,True,True,False,358000
Sousse,Côtière,"Côtière, Sousse",Appartement,64.91529737214596,4,2,1,3,False,2013,13,True,True,True,False,342000
Djerba,Centre Ville,"Centre Ville, Djerba",Villa,84.71132584523174,1,1,1,3,False,2003,23,False,False,False,False,506000
Nabeul,Périphérie,"Périphérie, Nabeul",Riad,214.80187475769696,3,1,1,2,False,2021,5,False,False,True,False,549000
Sousse,Côtière,"Côtière, Sousse",Maison,46.21045510751513,3,2,1,5,False,1976,50,True,True,True,False,398000
Mahdia,Résidentiel,"Résidentiel, Mahdia",Penthouse,162.1931916089181,4,2,1,2,False,2023,3,False,False,False,False,433000
Kairouan,Luxueux,"Luxueux, Kairouan",Penthouse,32.325432129031014,3,2,1,0,False,2014,12,True,False,True,False,280000
Gabes,Touristique,"Touristique, Gabes",Riad,66.82683164388303,1,1,1,1,False,1966,60,True,False,True,False,222000
Sidi Bou Said,Résidentiel,"Résidentiel, Sidi Bou Said",Duplex,150.51868498626425,3,1,1,4,False,2016,10,True,False,False,False,917000
Gammarth,Périphérie,"Périphérie, Gammarth",Penthouse,141.800288761129,4,3,1,4,True,1990,36,True,True,False,False,951000
Sfax,Touristique,"Touristique, Sfax",Dar (Maison Traditionnelle),97.46604917511337,2,1,1,4,False,1975,51,True,True,True,False,385000
Bizerte,Populaire,"Populaire, Bizerte",Duplex,132.61871047668035,4,2,1,4,False,1967,59,True,True,True,False,264000
Gammarth,Luxueux,"Luxueux, Gammarth",Appartement,146.7925167502467,2,1,1,2,False,2025,1,True,False,False,True,1211000
Gabes,Côtière,"Côtière, Gabes",Penthouse,136.02158964733826,3,1,1,0,False,1989,37,False,False,False,False,278000
Sousse,Luxueux,"Luxueux, Sousse",Duplex,78.12659919367336,1,1,1,3,False,2024,2,True,True,True,False,531000
Nabeul,Résidentiel,"Résidentiel, Nabeul",Maison,141.9912903515541,1,1,1,1,False,1984,42,True,True,True,False,331000
Tunis,Centre Ville,"Centre Ville, Tunis",Dar (Maison Traditionnelle),132.80399393330103,5,3,1,3,False,1985,41,False,True,True,False,748000
Sfax,Résidentiel,"Résidentiel, Sfax",Maison,57.12913897104866,3,2,1,3,False,1975,51,True,True,False,False,270000
Tozeur,Centre Ville,"Centre Ville, Tozeur",Maison,110.30407290380622,6,5,2,0,False,1972,54,True,True,True,False,310000
Sousse,Populaire,"Populaire, Sousse",Maison,70.66224054143818,2,1,1,2,False,2026,0,False,False,False,False,241000
Sfax,Centre Ville,"Centre Ville, Sfax",Maison,151.0039999223168,2,1,1,0,False,1976,50,True,True,True,True,578000
Tozeur,Luxueux,"Luxueux, Tozeur",Dar (Maison Traditionnelle),153.14352150523155,3,2,1,2,False,2002,24,True,False,False,False,320000
Sidi Bou Said,Populaire,"Populaire, Sidi Bou Said",Riad,160.54315577991747,2,1,1,5,True,2010,16,True,False,False,False,637000
Sfax,Luxueux,"Luxueux, Sfax",Dar (Maison Traditionnelle),99.69996680457538,1,1,1,1,False,1995,31,False,True,False,False,380000
Gammarth,Résidentiel,"Résidentiel, Gammarth",Riad,167.89660276078422,6,5,2,4,False,1992,34,False,True,True,False,1384000
Nabeul,Périphérie,"Périphérie, Nabeul",Riad,230.61953187955044,4,3,1,4,False,2014,12,False,False,True,False,592000
Monastir,Côtière,"Côtière, Monastir",Maison,77.87836849368368,4,3,2,2,False,2022,4,True,False,False,False,428000
Bizerte,Agricole,"Agricole, Bizerte",Maison,163.86752533698487,3,2,1,1,False,2009,17,False,True,True,False,229000
La Marsa,Agricole,"Agricole, La Marsa",Maison,93.07131633516879,2,1,1,4,True,2001,25,True,False,True,False,368000
Monastir,Agricole,"Agricole, Monastir",Penthouse,150.59963159572442,1,1,1,4,False,1979,47,False,False,False,False,279000
Gabes,Résidentiel,"Résidentiel, Gabes",Maison,140.87325449106476,5,3,2,3,False,1983,43,False,False,True,False,244000
Nabeul,Luxueux,"Luxueux, Nabeul",Appartement,53.206879791569335,4,3,2,0,False,2024,2,False,False,True,False,368000
Sfax,Luxueux,"Luxueux, Sfax",Riad,201.68505086737753,1,1,1,2,False,1969,57,True,True,False,False,803000
Mahdia,Résidentiel,"Résidentiel, Mahdia",Maison,101.67354087964634,5,3,1,1,False,2001,25,False,True,False,False,262000
Sidi Bou Said,Côtière,"Côtière, Sidi Bou Said",Dar (Maison Traditionnelle),188.16882567691698,2,1,1,2,False,2011,15,False,False,True,False,1078000
Kairouan,Agricole,"Agricole, Kairouan",Dar (Maison Traditionnelle),100.74815987868897,1,1,1,4,False,1999,27,False,True,True,True,178000
Hammamet,Périphérie,"Périphérie, Hammamet",Villa,104.36657771338213,4,3,1,5,False,2007,19,False,False,True,False,695000
Gabes,Résidentiel,"Résidentiel, Gabes",Dar (Maison Traditionnelle),110.11947609891587,1,1,1,4,False,1996,30,True,False,False,False,173000
Sidi Bou Said,Côtière,"Côtière, Sidi Bou Said",Riad,129.42378805090516,2,1,1,3,False,1983,43,False,True,True,False,1015000
Mahdia,Centre Ville,"Centre Ville, Mahdia",Villa,182.45001039112515,4,2,1,2,False,2017,9,False,False,False,False,568000
Djerba,Touristique,"Touristique, Djerba",Riad,179.8595478979468,4,3,1,2,False,1974,52,False,False,True,False,1222000
Sfax,Populaire,"Populaire, Sfax",Duplex,39.523950845951035,2,1,1,3,False,2015,11,False,False,False,False,182000
Monastir,Touristique,"Touristique, Monastir",Villa,110.82950063539786,1,1,1,1,False,1990,36,False,True,True,True,653000
Tunis,Agricole,"Agricole, Tunis",Studio,102.64067524438687,4,2,1,5,False,2010,16,True,False,False,False,184000
Tunis,Touristique,"Touristique, Tunis",Maison,203.74298364570325,3,1,1,3,False,2020,6,True,False,False,False,898000
Gammarth,Touristique,"Touristique, Gammarth",Villa,140.3978454875324,4,3,1,3,False,2013,13,True,True,False,False,1133000
Mahdia,Résidentiel,"Résidentiel, Mahdia",Duplex,74.75260835309669,1,1,1,0,False,1976,50,False,False,False,False,199000
Nabeul,Populaire,"Populaire, Nabeul",Maison,128.73273403194838,2,1,1,2,False,2020,6,False,True,False,False,251000
La Marsa,Côtière,"Côtière, La Marsa",Riad,146.21001042047345,1,1,1,4,True,1961,65,False,False,True,False,1022000
Monastir,Périphérie,"Périphérie, Monastir",Riad,122.66608342144029,2,1,1,2,False,1993,33,False,True,False,False,436000
Sidi Bou Said,Côtière,"Côtière, Sidi Bou Said",Villa,161.070032349588,1,1,1,1,False,2003,23,False,True,False,False,1097000
Tozeur,Côtière,"Côtière, Tozeur",Studio,187.55078762435002,1,1,1,5,True,2020,6,True,False,True,False,283000
Tozeur,Luxueux,"Luxueux, Tozeur",Duplex,46.176817918909904,4,2,1,0,False,1981,45,False,True,True,False,242000
Sousse,Résidentiel,"Résidentiel, Sousse",Duplex,25.361891120497404,3,1,1,0,False,1975,51,False,False,False,False,227000
Djerba,Périphérie,"Périphérie, Djerba",Duplex,149.62389920603582,3,1,1,1,False,2000,26,False,False,False,False,490000
Bizerte,Populaire,"Populaire, Bizerte",Studio,116.99396430688017,1,1,1,2,False,2006,20,True,True,True,False,136000
Gabes,Centre Ville,"Centre Ville, Gabes",Duplex,181.4525153173808,3,3,2,1,False,1973,53,False,False,False,False,274000
Sousse,Périphérie,"Périphérie, Sousse",Villa,69.87082051279754,3,2,1,0,False,1989,37,False,True,True,False,343000
Sidi Bou Said,Touristique,"Touristique, Sidi Bou Said",Studio,89.13938766760192,3,1,1,5,True,1968,58,False,True,True,True,478000
Djerba,Luxueux,"Luxueux, Djerba",Duplex,58.231254643655696,5,4,2,5,True,2003,23,False,False,True,False,775000
Sfax,Résidentiel,"Résidentiel, Sfax",Penthouse,113.10443741442597,6,5,2,1,False,2007,19,True,False,False,True,554000
Hammamet,Luxueux,"Luxueux, Hammamet",Duplex,88.5672847462715,3,1,1,3,False,2017,9,True,False,True,False,843000
Nabeul,Côtière,"Côtière, Nabeul",Penthouse,199.3663827055109,4,2,1,0,False,1974,52,False,False,False,True,652000
La Marsa,Populaire,"Populaire, La Marsa",Studio,93.39137718782771,4,3,1,1,False,1975,51,True,False,False,False,229000
Tozeur,Centre Ville,"Centre Ville, Tozeur",Appartement,109.95487472288139,3,1,1,4,True,2018,8,False,False,False,True,281000
La Marsa,Touristique,"Touristique, La Marsa",Maison,76.01012835460597,1,1,1,2,False,1989,37,True,False,False,False,586000
Kairouan,Agricole,"Agricole, Kairouan",Studio,84.44445927234725,2,1,1,0,False,2005,21,True,False,False,False,73000
Nabeul,Luxueux,"Luxueux, Nabeul",Dar (Maison Traditionnelle),20.0,5,4,2,0,False,2013,13,True,True,False,False,290000
Sidi Bou Said,Côtière,"Côtière, Sidi Bou Said",Riad,223.02905762877293,2,1,1,4,False,1964,62,False,True,False,False,961000
Tozeur,Résidentiel,"Résidentiel, Tozeur",Penthouse,59.04070861174026,3,1,1,5,False,2013,13,False,True,True,False,222000
Bizerte,Luxueux,"Luxueux, Bizerte",Dar (Maison Traditionnelle),163.93617066878875,6,4,2,2,False,2016,10,False,False,True,False,587000
Gammarth,Périphérie,"Périphérie, Gammarth",Penthouse,39.78755220400737,1,1,1,2,False,1974,52,True,True,False,False,325000
Mahdia,Luxueux,"Luxueux, Mahdia",Riad,160.08802821774884,5,4,2,1,False,2024,2,True,True,True,False,899000
Gammarth,Touristique,"Touristique, Gammarth",Studio,111.97903090123262,7,5,2,3,False,1969,57,False,False,True,False,638000
Monastir,Agricole,"Agricole, Monastir",Duplex,203.49613907023195,5,3,1,3,True,2022,4,False,False,True,False,429000
Tunis,Luxueux,"Luxueux, Tunis",Appartement,150.03938578342186,1,1,1,5,True,2009,17,True,True,False,False,695000
Bizerte,Touristique,"Touristique, Bizerte",Villa,94.24719885049359,4,3,1,0,False,1964,62,False,False,True,False,332000
Mahdia,Côtière,"Côtière, Mahdia",Dar (Maison Traditionnelle),118.53917970730073,4,2,1,1,False,1992,34,True,True,False,False,388000
Sfax,Périphérie,"Périphérie, Sfax",Dar (Maison Traditionnelle),107.39232670782125,6,5,2,2,False,2014,12,True,True,True,False,424000
Bizerte,Populaire,"Populaire, Bizerte",Riad,50.359544590576505,2,1,1,3,True,1982,44,False,True,True,False,203000
Sousse,Côtière,"Côtière, Sousse",Duplex,121.2645349667338,2,1,1,4,False,1978,48,True,True,False,True,588000
Hammamet,Touristique,"Touristique, Hammamet",Riad,179.30727370211494,5,3,1,0,False,2019,7,False,True,True,False,1504000
Sidi Bou Said,Centre Ville,"Centre Ville, Sidi Bou Said",Appartement,145.08955838888204,2,1,1,5,True,2006,20,False,False,False,False,677000
Hammamet,Agricole,"Agricole, Hammamet",Studio,112.64508239027899,1,1,1,3,True,1998,28,False,False,True,False,227000
Bizerte,Périphérie,"Périphérie, Bizerte",Villa,131.02917688686804,1,1,1,1,False,1968,58,False,True,True,False,285000
Kairouan,Touristique,"Touristique, Kairouan",Riad,87.12097267574222,4,2,1,2,False,1983,43,False,False,False,False,304000
Sousse,Périphérie,"Périphérie, Sousse",Penthouse,20.0,3,1,1,5,False,1989,37,True,False,True,False,251000
Tozeur,Périphérie,"Périphérie, Tozeur",Penthouse,150.6120007453457,4,3,2,1,False,1972,54,False,False,False,False,203000
Bizerte,Côtière,"Côtière, Bizerte",Appartement,163.24122192455056,3,2,1,3,True,1991,35,False,False,True,False,398000
Monastir,Côtière,"Côtière, Monastir",Studio,59.36054634407801,4,3,1,2,False,1978,48,True,True,True,False,262000
Sousse,Centre Ville,"Centre Ville, Sousse",Dar (Maison Traditionnelle),74.92580287105693,5,3,1,2,False,2012,14,False,False,True,False,462000
